ticker,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
GENC,2022-06-30,USD,5679000,29647000,26545000,23968000,2151000,2577000,951000,3528000,304000,304000,304000,304000,29647000,-1000,NA,764000,-1239000,-224000,NA,-1015000,-1015000,2151000,-171000,-1015000
GENQ,2022-09-30,USD,-223684,0,223684,223684,-273684,50000,NA,50000,NA,NA,NA,NA,NA,416338,NA,NA,115194,NA,NA,142654,NA,142654,-273684,115194
GEOS,2022-09-30,USD,5880000,25871000,19991000,14339000,-8067000,5374000,4054000,400000,254000,-39000,254000,39000,15927000,-18000,1031000,18260000,-8037000,3000,39000,-800000,-7976000,-7998000,10262000,-8040000
GERN,2022-09-30,USD,-17162000,297000,15642000,NA,-39948000,15642000,24603000,40245000,852000,-1817000,852000,1817000,297000,-138000,NA,79000,-41051000,NA,1817000,-39234000,-40889000,-39948000,-39869000,-41051000
GEVO,2022-09-30,USD,-3589000,309000,3898000,3898000,-43669000,11144000,1562000,40080000,874000,-712000,NA,712000,309000,-279000,1300000,407000,-43786000,NA,712000,-43786000,-43698000,-43669000,-43262000,-43786000
GFF,2022-09-30,USD,249800000,687201000,1135171000,459143000,-433576000,166349000,NA,623833000,103000,-23268000,89000,23268000,710469000,2353000,NA,11793000,-455115000,-38283000,22510000,-415361000,-441614000,-431847000,-420054000,-416832000
GGG,2022-09-30,USD,261088000,545644000,284556000,284556000,143149000,98235000,19704000,122739000,NA,-1542000,1542000,1542000,NA,866000,NA,4800000,142473000,26241000,1542000,116232000,103925000,144015000,148815000,116232000
GGMC,2022-09-30,USD,-237829,NA,237829,-92000,-317829,237829,NA,237829,-168000,NA,NA,NA,NA,NA,NA,NA,1635823,181577,NA,1454246,1454246,-317829,-317829,1454246
GH,2022-09-30,USD,-4787000,117404000,122191000,40496000,-144600000,121491000,100017000,222208000,1754000,-644000,1754000,644000,NA,-18389000,9100000,700000,-161879000,115000,644000,-161994000,-164585000,-144600000,-160535000,-161994000
GHAC,2022-09-30,USD,NA,NA,NA,NA,-359268,359268,NA,359268,NA,903600,903600,NA,NA,1519999,NA,NA,1160731,178269,NA,982462,982462,-359268,-359268,982462
GHC,2022-09-30,USD,1038516000,1002429000,-36087000,694757000,59532000,223857000,NA,13824000,803000,-10800000,779000,11579000,1013229000,2358000,19657000,14600000,45380000,12600000,11579000,33840000,-22675000,56959000,71559000,32780000
GHIX,2022-09-30,USD,NA,0,NA,NA,-391798,341798,NA,341798,NA,0,NA,NA,NA,4434673,NA,NA,4042875,51149,NA,3991726,NA,4042875,-391798,3991726
GHL,2022-09-30,USD,20103000,76776000,56673000,45265000,22980000,10773000,NA,58165000,NA,-4369000,4369000,4369000,81145000,NA,NA,635000,18611000,4400000,4369000,14211000,3885000,22980000,23615000,14211000
GHM,2022-09-30,USD,5280000,37873000,38484000,32863000,-52000,5059000,NA,5683000,24000,-270000,246000,270000,38143000,24000,868000,624000,-236000,-40000,270000,-196000,-402000,34000,658000,-196000
GHSI,2022-09-30,USD,1088184,2654263,4630954,1575366,-1739394,2758088,60203,2827578,NA,43282,43282,NA,2654263,NA,14717,312217,-1696112,NA,NA,-1739394,-1739394,-1739394,-1427177,-1696112
GIC,2022-09-30,USD,106600000,297900000,271000000,191900000,27500000,79100000,NA,79100000,NA,-600000,600000,600000,298500000,NA,NA,1000000,26800000,6600000,NA,20300000,19400000,27500000,28400000,20200000
GIFI,2022-09-30,USD,4220000,39593000,39883000,35373000,654000,4510000,NA,4510000,NA,-46000,NA,46000,39593000,NA,NA,1240000,608000,10000,NA,598000,598000,654000,1894000,598000
GIIX,2022-09-30,USD,-50000,NA,50000,NA,-4722522,50000,NA,50000,NA,1555391,1555391,NA,NA,1555391,NA,NA,-3167131,NA,NA,-3167131,-3167131,-4722522,-4722522,-3167131
GILD,2022-09-30,USD,3766000000,6819000000,3053000000,1395000000,2837000000,1213000000,1597000000,3255000000,NA,-229000000,NA,229000000,7048000000,-176000000,80000000,445000000,2435000000,646000000,229000000,1786000000,1800000000,2664000000,3109000000,1789000000
GIPR,2022-09-30,USD,504005,1474085,970080,269781,-483208,408570,NA,1957293,NA,-382440,-354682,27758,0,NA,423662,561510,-638920,NA,0,-483208,-638920,-483208,78302,-638920
GIW,2022-09-30,USD,NA,0,NA,NA,-1009703,1009703,NA,1009703,NA,518803,521880,3077,NA,512290,NA,NA,-500490,155731,NA,-656221,NA,-1009703,-1009703,-1022370
GKOS,2022-09-30,USD,54408000,67788000,64010000,16861000,-21611000,47149000,28870000,76019000,NA,-3481000,744000,3481000,71269000,-2237000,NA,6228000,-27329000,247000,3481000,-27576000,-27684000,-23848000,-17620000,-27576000
GL,2022-09-30,USD,259138000,1291273000,1032135000,NA,260554000,76464000,NA,164604000,-5666000,-23965000,23965000,23965000,1062149000,NA,NA,NA,229983000,43204000,23965000,186779000,-893277000,253948000,312794000,186779000
GLAD,2022-09-30,USD,NA,25620000,NA,NA,NA,4098000,NA,3775000,NA,11778000,15567000,3789000,NA,NA,NA,17093000,17472000,NA,NA,5107000,NA,21261000,38354000,17472000
GLBZ,2022-09-30,USD,356000,3315000,2959000,NA,-290000,646000,NA,646000,NA,3037000,3308000,271000,317000,NA,NA,103000,395009,20000,271000,375000,-6668000,666009,666000,375009
GLDD,2022-09-30,USD,3799000,158386000,167839000,154547000,-9453000,13292000,NA,13252000,NA,-3551000,NA,3551000,158386000,-253000,NA,11047000,-13257000,-3347000,NA,-9910000,-17132000,-9453000,1341000,-9910000
GLHA,2022-09-30,USD,-318012,NA,318012,318012,-318012,318012,NA,393012,NA,994375,994375,NA,NA,1553369,NA,NA,1235357,200932,NA,1034425,1034425,-318012,-318012,1034425
GLLI,2022-06-30,USD,-139962,0,139962,139962,-139962,89962,NA,139962,NA,86981,86981,NA,NA,86981,NA,NA,-52981,NA,NA,-52981,NA,-52981,-139962,-52981
GLPI,2022-09-30,USD,321758000,333818000,12060000,0,317566000,12060000,NA,-55389000,NA,-39535000,37039000,76574000,0,488000,59887000,63177000,235215000,15261000,76574000,226219000,219954000,311789000,374966000,219954000
GLSI,2022-09-30,USD,-659568,NA,659568,NA,-2383061,659568,1723493,2383061,64037,64037,64037,NA,NA,64037,NA,903,-2319024,NA,NA,-2319024,-2319024,-2383061,-2382158,-2319024
GLT,2022-09-30,USD,37384000,363621000,405827000,334396000,-34067000,28890000,NA,71451000,92000,-8139000,92000,8139000,371760000,-2220000,NA,1761000,-44576000,4920000,8139000,-49254000,-67786000,-36437000,-34676000,-49496000
GLUE,2022-09-30,USD,-6957000,63000,7020000,NA,-28362000,7020000,21342000,28362000,NA,997000,997000,997000,63000,47000,1100000,1000000,-27318000,0,NA,-27318000,-27462000,-28362000,-27362000,-27318000
GLW,2022-09-30,USD,1062000000,3488000000,2426000000,2426000000,292000000,461000000,278000000,492000000,3000000,-70000000,138000000,73000000,-63000000,106000000,327000000,31000000,242000000,34000000,73000000,226000000,-489000000,292000000,323000000,208000000
GLYC,2022-09-30,USD,-3844579,0,3844579,NA,-8767436,3844579,4922857,8767436,NA,243597,243597,243597,0,NA,47347,47347,-8523839,0,NA,-8767436,-8767436,-8767436,-8720510,-8523839
GM,2022-09-30,USD,41794000000,41889000000,95000000,36020000000,3392000000,95000000,NA,38497000000,NA,1157000000,598000000,259000000,38703000000,965000000,1200000000,2773000000,4150000000,845000000,NA,3252000000,2868000000,3392000000,7182000000,3305000000
GMED,2022-09-30,USD,188651000,254148000,65497000,65497000,59702000,106576000,18701000,128949000,-1238000,3899000,NA,3899000,-2210000,1763000,13254000,4324000,61465000,14034000,NA,47431000,40573000,59702000,64026000,47431000
GMFI,2022-09-30,USD,NA,0,NA,NA,-150867,150867,NA,150867,NA,NA,NA,NA,NA,537640,NA,NA,386773,NA,NA,386773,NA,-150867,-150867,386773
GMGI,2022-07-31,USD,2481024,9101541,6620517,6620517,729312,1649486,570,1751712,NA,793,793,0,28495,29288,NA,96232,707283,78951,NA,679649,574451,729312,803515,628332
GMS,2022-07-31,USD,434721000,1359609000,1215786000,924832000,134592000,267689000,NA,300129000,NA,56000,14717000,14661000,1359553000,1569000,14993000,23265000,121500000,32030000,14661000,89470000,94331000,136161000,159426000,89470000
GMTX,2022-09-30,USD,-3340000,NA,3299000,NA,-3737000,3299000,438000,3737000,NA,-41000,499000,41000,NA,2000,0,NA,-3277000,NA,41000,-3735000,-3735000,-3737000,-3737000,-3277000
GNAC,2022-09-30,USD,-424037,NA,424037,424037,-424037,424037,NA,424037,1015499,1015499,1015499,NA,NA,2871944,NA,NA,2447907,194744,NA,2253163,2253163,-424037,-424037,2253163
GNE,2022-09-30,USD,43143000,81285000,38142000,38142000,23538000,19605000,NA,19801000,194000,-33000,194000,33000,NA,156000,NA,-244000,25250000,6482000,33000,22259000,14570000,23538000,25039000,18768000
GNL,2022-09-30,USD,42187000,92599000,50412000,7765000,29007000,4060000,NA,42647000,NA,-24207000,11086000,24207000,13080000,10000,23751000,37791000,17890000,3052000,24248000,14838000,-5646000,29007000,79888000,14838000
GNLN,2022-09-30,USD,4969000,27754000,108142000,23711000,-79462000,8547000,NA,84431000,NA,-926000,NA,926000,28680000,1173000,NA,2124000,-75109000,0,926000,-79215000,-75347000,-74183000,-72059000,-75109000
GNPX,2022-09-30,USD,-2511121,0,2511121,NA,-6110654,2511121,3593309,6104430,27877,27877,27877,NA,NA,27877,6224,6224,-6082777,NA,NA,-6082777,-6082777,-6110654,6224,-6082777
GNRC,2022-09-30,USD,361104000,1072744000,960750000,727154000,87523000,207845000,39985000,273581000,NA,-15514000,NA,15514000,1088258000,-420000,13414000,25751000,69864000,11594000,15514000,60446000,21683000,85378000,111129000,58270000
GNTX,2022-09-30,USD,147201025,493636695,378803824,346435670,86791540,26868154,33541331,60409485,NA,NA,NA,NA,493636695,-2126039,NA,5500000,86162353,13506358,NA,72655995,86897831,86791540,92291540,72655995
GNTY,2022-09-30,USD,13263000,33500000,20237000,NA,10463000,2800000,NA,2800000,NA,28297000,32476000,4179000,5803000,NA,1034000,1200000,13266000,2363000,4179000,10900000,8471000,17445000,18645000,10903000
GNUS,2022-09-30,USD,5086670,19679000,14592330,13875000,-5439000,11243000,NA,25118000,NA,-782000,257000,782000,-36332000,-5020000,86980,2800000,-11218000,0,782000,-11241000,-15502000,-10436000,-7636000,-11218000
GNW,2022-09-30,USD,-883000000,1839000000,2722000000,-1180000000,159000000,240000000,NA,234000000,-21000000,-26000000,26000000,26000000,904000000,-69000000,NA,-43000000,156000000,52000000,29000000,99000000,-2516000000,182000000,182000000,104000000
GO,2022-09-30,USD,280635000,913084000,884414000,637550000,24687000,227458000,NA,255948000,840000,-5101000,840000,5101000,918185000,NA,18254000,19406000,19889000,2394000,5101000,17495000,17495000,24687000,44396000,17495000
GOCO,2022-09-30,USD,69673000,117717000,48044000,71558000,-59139000,48272000,NA,73261000,NA,-15630000,NA,15630000,133052000,115000,NA,23514000,-30005000,0,15630000,-74654000,-29942000,-14375000,9139000,-30005000
GOEV,2022-09-30,USD,-52921000,NA,48826000,0,-109338000,48826000,57063000,105889000,NA,-2179000,NA,2179000,-4095000,-26000,3400000,6128000,-117705000,0,4095000,-117705000,-117705000,-109338000,-103210000,-117705000
GOGO,2022-09-30,USD,73969000,96537000,22568000,36558000,36342000,21714000,8000000,30568000,690000,-8781000,3285000,8781000,105318000,-95000,NA,740000,28156000,7980000,8781000,20176000,31211000,36937000,37677000,20176000
GOLF,2022-09-30,USD,294995000,547512000,467617000,263251000,76010000,202418000,14619000,219178000,NA,-4534000,-3105000,1429000,552046000,-2355000,NA,1948000,67634000,15797000,1429000,53324000,29499000,76010000,71011000,51837000
GOOGL,2022-09-30,USD,38262000000,69420000000,31158000000,31158000000,17135000000,10526000000,10273000000,20799000000,NA,-101000000,615000000,101000000,69521000000,143000000,NA,4046000000,16233000000,2323000000,101000000,13910000000,10886000000,16334000000,20279000000,13910000000
GORO,2022-09-30,USD,-2178000,22013000,27846000,26047000,-9947000,1799000,NA,1799000,NA,-257000,NA,257000,22013000,145000,NA,6642000,-9930000,-200000,NA,-9730000,-10512000,-9947000,-3048000,-9730000
GOSS,2022-09-30,USD,-14972000,NA,11497000,NA,-56021000,11497000,44524000,56021000,465000,-3475000,465000,3475000,NA,-332000,NA,1110000,-59363000,NA,3475000,-59363000,-59434000,-56021000,-54763000,-59363000
GOVX,2022-09-30,USD,-1249337,0,1249337,NA,-3970533,1249337,2721196,3970533,2431,0,2431,0,0,NA,NA,17675,-3968102,NA,0,-3968102,-3968102,-3970533,-3952858,-3968102
GPC,2022-09-30,USD,1979667000,5657054000,5240588000,3695607000,428540000,1458418000,NA,1551127000,NA,-18220000,18220000,18220000,5675274000,7616000,NA,86563000,417936000,105578000,18220000,312358000,191270000,436156000,522719000,312358000
GPI,2022-09-30,USD,752600000,4147200000,3861700000,3410800000,279900000,450900000,NA,450900000,NA,-19600000,26100000,19600000,4163400000,NA,NA,21800000,255900000,60200000,19600000,197100000,319300000,279900000,303900000,195700000
GPN,2022-09-30,USD,226332000,2104038000,1877706000,931249000,386432000,918757000,NA,995390000,NA,-132400000,112007000,132400000,2236438000,NA,99473000,306040000,304709000,14255000,132400000,300166000,57131000,386432000,743149000,290454000
GPRE,2022-09-30,USD,-1880000,954977000,956857000,956857000,-61880000,29066000,NA,60000000,1763000,-9576000,1763000,9576000,13813000,-182000,NA,24647000,-75426000,-1900000,9576000,-67891000,-67448000,-65850000,-41203000,-73526000
GPRO,2022-09-30,USD,116045000,305130000,189085000,189085000,24431000,55571000,36043000,91614000,NA,-1185000,NA,1185000,NA,-901000,0,0,23530000,5960000,1185000,17540000,17540000,24715000,24715000,17570000
GRAY,2022-09-30,USD,-6734000,NA,6734000,NA,-9983000,4299000,3249000,9983000,171000,171000,171000,NA,NA,NA,91000,213000,-9812000,0,NA,-9812000,-9756000,-9983000,-9770000,-9812000
GRBK,2022-09-30,USD,133319000,407944000,274625000,274625000,90068000,43251000,NA,43251000,NA,NA,NA,NA,425000,1831000,NA,592000,90483000,16963000,NA,80633000,71866000,90068000,91075000,73520000
GRC,2022-09-30,USD,40563000,146236000,133681000,113229000,15311000,22076000,NA,20452000,NA,-7556000,7556000,7556000,153792000,-5323000,NA,3176000,2432000,211000,7556000,2221000,3347000,9988000,13164000,2221000
GREE,2022-09-30,USD,5042000,29359000,24317000,22095000,-17053000,10240000,NA,57411000,NA,-5400000,NA,5400000,27000,NA,13600000,13835000,-23098000,79000,5400000,-23177000,-23150000,-17698000,-3863000,-23177000
GRIL,2022-09-30,USD,979819,2872461,1892642,2147269,-1961710,1251246,NA,5998922,NA,11309,11309,11309,2861152,55283,164355,524667,-1895118,2436,-56874,-1897554,-1897554,-1961710,-1437043,-1897554
GRNA,2022-09-30,USD,-6293000,1732000,8025000,NA,-36237000,8025000,29944000,37969000,NA,-1069000,240000,1069000,-449000,-829000,NA,5877000,-37066000,1092000,1069000,-38158000,-38158000,-36237000,-30120000,-38158000
GROM,2022-09-30,USD,572948,1484958,912010,912010,-1698450,1952670,NA,2271398,NA,-366840,-37787,329053,0,47255,75337,118547,-2010795,0,0,-2106242,-2083135,-1698450,-1563195,-2010795
GROW,2022-09-30,USD,1729000,4555000,2826000,1175000,1585000,1590000,NA,2827000,-1447000,-1000,NA,1000,4461000,61000,NA,61000,199000,81000,1000,118000,-373000,200000,261000,118000
GRPH,2022-09-30,USD,-7852000,NA,7852000,NA,-26154000,7852000,18302000,26154000,NA,1472000,1472000,NA,NA,1472000,700000,652000,-24682000,NA,NA,-24682000,-25245000,-26154000,-25502000,-24682000
GRPN,2022-09-30,USD,125722000,140630000,142380000,18668000,-36330000,119243000,NA,162052000,NA,-3760000,2626000,3760000,144390000,-23541000,NA,2700000,-60551000,-4328000,3760000,-55543000,-33940000,-56791000,-54091000,-56223000
GRTS,2022-09-30,USD,-5692000,2470000,8162000,NA,-29877000,6462000,26436000,32898000,NA,-551000,462000,551000,3021000,129000,NA,1700000,-29966000,NA,551000,-29877000,-29837000,-29877000,-28177000,-29966000
GRTX,2022-09-30,USD,-8099000,NA,4853000,NA,-12959000,4853000,8106000,12959000,171000,-3245000,171000,3245000,-1000,NA,NA,27000,-16033000,NA,3245000,-12788000,-16016000,-12959000,-12932000,-16033000
GRWG,2022-09-30,USD,18334000,70847000,65187000,52516000,-8094000,8796000,NA,26428000,143000,-3000,143000,3000,70850000,34000,1700000,3875000,-7920000,-718000,3000,-7202000,-7202000,-8094000,-4042000,-7202000
GS,2022-09-30,USD,5738000000,18482000000,8219000000,7824000000,3694000000,1378000000,NA,2044000000,NA,2043000000,8550000000,6507000000,9932000000,NA,NA,666000000,3756000000,687000000,6507000000,3069000000,3151000000,10263000000,10929000000,3069000000
GSAT,2022-09-30,USD,-153130000,28782000,181912000,8500000,-186641000,10707000,NA,173412000,NA,-100000,NA,100000,28882000,-45000,NA,4000,-204514000,-153000,100000,-204361000,-195675000,-186641000,-204410000,-204361000
GSBC,2022-09-30,USD,21335000,58093000,36758000,NA,6248000,12726000,NA,15087000,NA,52898000,59657000,6759000,7984000,NA,2078000,2078000,22809000,4676000,6759000,18133000,-26894000,29568000,31646000,18133000
GSBD,2022-09-30,USD,61189000,-4737000,NA,NA,61189000,2064000,NA,2064000,NA,66467000,88446000,21979000,NA,-68819000,NA,79483000,-6801000,699000,NA,-7630000,NA,83997000,15178000,-7500000
GSEV,2022-09-30,USD,-50000,NA,50000,NA,3342647,50000,NA,50000,1054847,1054847,1054847,NA,NA,1054847,NA,NA,4397494,NA,NA,4397494,4397494,3342647,3342647,4397494
GSHD,2022-09-30,USD,7903000,57687000,49784000,36328000,3788000,13456000,NA,53899000,NA,-1414000,363000,1414000,NA,0,1600000,1865000,1313000,-666000,1414000,3040000,1979000,2727000,4592000,1979000
GSIT,2022-09-30,USD,5602000,8953000,3351000,46000,-3205000,2412000,6395000,8807000,55000,14000,14000,55000,8953000,-41000,196000,58000,-3191000,37000,NA,-3228000,-3226000,-3205000,-3147000,-3228000
GSRM,2022-09-30,USD,NA,0,NA,NA,-3642168,3592168,NA,3642168,NA,NA,NA,NA,NA,1622401,NA,NA,-1390282,330253,NA,-2350020,NA,-3642168,-3642168,-1390282
GT,2022-09-30,USD,140000000,5186000000,5046000000,4305000000,-601000000,696000000,NA,741000000,NA,-117000000,11000000,117000000,5303000000,-42000000,NA,237000000,102000000,58000000,117000000,48000000,-91000000,219000000,456000000,44000000
GTBP,2022-09-30,USD,-4280000,NA,4280000,NA,-7023000,4280000,2743000,7023000,NA,107000,107000,107000,NA,107000,NA,NA,-6881000,NA,NA,-6881000,-6881000,-7023000,-6916000,-6881000
GTHX,2022-09-30,USD,-856000,23576000,24432000,1111000,-21548000,24432000,19581000,45124000,NA,-2700000,211000,2700000,23576000,-2505000,139000,139000,-24072000,1200000,2700000,-25253000,-25253000,-21548000,-21150000,-25272000
GTIM,2022-06-30,USD,817000,36497000,35680000,32191000,821000,3186000,NA,35368000,NA,-12000,NA,12000,9000,NA,NA,1015000,470000,1000,0,808000,469000,821000,1836000,469000
GTLB,2022-07-31,USD,88011000,101041000,13030000,13030000,-65302000,113793000,39520000,153313000,3064000,3064000,3064000,3064000,102687000,1500000,700000,600000,-59081000,-57000,NA,-61459000,-61874000,-65302000,-64702000,-59024000
GTLS,2022-09-30,USD,104600000,409800000,369000000,307500000,41700000,52300000,NA,62900000,NA,-6400000,NA,6400000,414600000,700000,NA,20200000,39600000,-1600000,6400000,41400000,9300000,41700000,66200000,41200000
GTN,2022-09-30,USD,808000000,814000000,6000000,52000000,245000000,6000000,NA,664000000,NA,-94000000,94000000,94000000,908000000,-1000000,33000000,85000000,150000000,42000000,94000000,108000000,108000000,245000000,329000000,108000000
GTPA,2022-09-30,USD,-50000,NA,50000,NA,1429464,50000,NA,50000,902532,902532,902532,NA,NA,902532,NA,NA,2331996,NA,NA,2331996,2331996,1429464,1429464,2331996
GTPB,2022-09-30,USD,-50000,NA,50000,NA,3111727,50000,NA,50000,NA,1570710,1570710,NA,NA,1570710,NA,NA,4682437,22373,NA,4660064,4660064,3111727,3111727,4660064
GTY,2022-09-30,USD,19831000,41966000,22135000,5719000,20175000,5024000,NA,16416000,NA,-6473000,433000,6906000,NA,33000,NA,9962000,13302000,NA,6906000,20552000,20552000,20175000,30137000,13302000
GVA,2022-09-30,USD,120367000,2017093000,968186000,889439000,60011000,61795000,NA,77798000,1894000,-2519000,2866000,2519000,2019612000,-77000,NA,16952000,66904000,-6489000,2519000,69289000,71540000,69423000,86375000,73393000
